age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,final_grade
16,other,private,high school,5.8,67.9,yes,15-30 min,no,textbook,c
17,female,private,high school,1.5,73.7,yes,<15 min,yes,online videos,e
16,other,private,no formal,0.9,71.3,yes,<15 min,yes,mixed,f
14,female,private,graduate,6.8,74.3,no,15-30 min,no,notes,c
19,male,public,post graduate,5.8,90.0,yes,15-30 min,no,coaching,c
14,female,public,post graduate,1.8,85.5,yes,30-60 min,yes,textbook,e
15,other,private,no formal,5.6,52.1,yes,<15 min,yes,group study,d
15,female,private,phd,3.0,74.7,yes,>60 min,yes,coaching,d
15,male,public,graduate,0.9,56.2,yes,>60 min,yes,group study,f
14,male,private,graduate,2.2,86.5,yes,<15 min,yes,textbook,e
14,female,public,phd,6.2,99.3,yes,>60 min,no,online videos,c
18,female,private,high school,3.4,80.9,yes,30-60 min,no,mixed,d
19,female,private,graduate,4.6,69.0,yes,<15 min,no,notes,c
14,female,public,no formal,1.5,53.6,no,<15 min,yes,notes,f
15,female,private,diploma,1.2,66.6,yes,30-60 min,no,textbook,e
17,female,private,high school,2.3,76.3,yes,>60 min,no,online videos,d
19,male,public,high school,4.0,94.0,yes,30-60 min,yes,mixed,d
18,female,private,graduate,6.9,75.6,yes,>60 min,yes,online videos,c
18,female,public,no formal,6.2,99.2,yes,15-30 min,yes,online videos,c
17,other,public,phd,1.7,68.5,yes,>60 min,no,group study,e
16,other,private,high school,1.0,50.0,yes,>60 min,yes,textbook,f
15,female,private,no formal,2.2,81.4,yes,>60 min,yes,online videos,e
19,male,public,diploma,6.9,61.0,yes,<15 min,yes,notes,c
18,male,private,diploma,4.4,62.2,no,>60 min,no,textbook,d
14,male,public,graduate,6.6,50.9,yes,30-60 min,no,online videos,c
18,male,public,post graduate,3.3,76.6,yes,15-30 min,yes,group study,e
14,other,public,graduate,4.9,62.4,no,>60 min,no,online videos,d
18,male,public,graduate,5.0,99.7,yes,30-60 min,yes,group study,b
18,male,private,post graduate,5.2,91.8,yes,15-30 min,yes,notes,c
14,female,public,graduate,4.0,86.1,yes,<15 min,yes,notes,d
16,male,public,no formal,2.3,67.7,yes,>60 min,no,coaching,e
14,other,private,diploma,3.7,53.6,no,15-30 min,no,group study,d
17,other,private,post graduate,7.8,83.4,yes,30-60 min,no,online videos,a
19,other,public,high school,2.5,51.1,yes,<15 min,yes,textbook,e
14,female,private,phd,5.9,72.1,yes,15-30 min,no,textbook,c
16,female,private,diploma,7.6,52.6,yes,30-60 min,yes,textbook,b
19,female,private,high school,4.7,78.0,yes,15-30 min,no,group study,d
15,male,public,diploma,4.2,78.0,no,<15 min,no,group study,d
14,female,public,graduate,1.4,76.5,yes,15-30 min,no,online videos,e
16,other,private,post graduate,6.1,85.7,yes,>60 min,no,mixed,c
17,male,private,high school,7.3,61.4,no,>60 min,yes,online videos,c
17,male,private,high school,7.9,62.1,yes,>60 min,no,textbook,c
15,female,private,no formal,2.0,70.8,yes,15-30 min,yes,group study,e
19,female,private,diploma,7.4,85.1,yes,>60 min,yes,group study,b
17,other,public,phd,3.3,55.8,no,>60 min,no,textbook,e
15,other,private,phd,5.1,94.3,yes,<15 min,no,notes,c
19,other,public,graduate,2.2,62.6,yes,15-30 min,no,group study,f
19,female,public,graduate,2.4,56.4,yes,>60 min,no,group study,e
16,other,private,graduate,5.1,79.9,yes,<15 min,yes,notes,c
14,male,public,high school,4.1,63.8,yes,15-30 min,no,online videos,d
17,female,private,diploma,7.7,70.4,no,>60 min,no,group study,b
17,male,private,phd,2.5,53.1,yes,<15 min,yes,group study,e
14,other,private,graduate,7.1,73.2,yes,30-60 min,no,textbook,c
17,female,public,high school,4.0,65.2,no,>60 min,yes,group study,d
19,female,public,no formal,1.5,58.5,yes,15-30 min,yes,coaching,f
14,male,private,post graduate,2.3,69.3,no,<15 min,yes,mixed,e
18,other,public,phd,6.2,88.5,yes,<15 min,yes,online videos,b
14,female,private,no formal,6.7,88.2,yes,>60 min,no,mixed,c
18,other,private,diploma,0.8,68.0,yes,<15 min,no,group study,f
16,female,private,phd,3.6,98.7,yes,>60 min,no,textbook,d
14,male,public,high school,4.2,56.3,yes,30-60 min,yes,online videos,d
19,female,public,high school,5.1,92.7,yes,30-60 min,no,mixed,c
14,female,public,diploma,5.4,98.9,yes,30-60 min,no,group study,c
17,male,private,diploma,6.7,78.6,yes,15-30 min,no,group study,b
15,male,private,diploma,2.6,53.0,yes,>60 min,no,online videos,f
19,other,public,phd,1.3,96.1,yes,>60 min,no,coaching,e
18,female,public,phd,1.9,71.8,yes,30-60 min,yes,mixed,f
18,female,private,graduate,7.5,58.6,yes,30-60 min,no,mixed,c
16,female,private,no formal,4.6,94.6,yes,30-60 min,yes,notes,c
16,other,private,high school,2.1,71.3,yes,<15 min,yes,coaching,f
17,male,public,high school,6.4,75.0,yes,15-30 min,yes,group study,c
18,female,private,no formal,4.9,78.6,yes,15-30 min,yes,textbook,c
19,male,public,diploma,3.3,95.3,yes,<15 min,no,coaching,d
14,male,private,no formal,0.6,75.2,no,15-30 min,no,coaching,f
17,male,public,graduate,6.4,94.4,yes,30-60 min,no,group study,c
14,female,public,high school,5.9,58.5,yes,>60 min,no,notes,d
15,female,private,post graduate,2.5,80.8,yes,30-60 min,yes,mixed,e
18,female,private,graduate,2.5,76.3,no,>60 min,yes,online videos,e
15,other,private,phd,2.5,66.3,yes,30-60 min,yes,coaching,e
18,female,private,diploma,5.5,60.6,no,30-60 min,yes,coaching,d
16,female,public,no formal,2.7,53.5,yes,30-60 min,no,textbook,e
15,other,public,phd,2.8,63.1,no,<15 min,yes,online videos,e
16,female,public,high school,3.3,84.0,no,>60 min,yes,notes,d
17,other,private,post graduate,7.9,63.9,yes,30-60 min,yes,group study,c
18,male,public,post graduate,4.0,86.4,yes,30-60 min,yes,textbook,d
17,other,private,phd,3.3,93.8,yes,15-30 min,no,coaching,d
19,other,public,graduate,4.0,84.7,yes,>60 min,yes,online videos,d
19,female,private,graduate,5.9,90.3,yes,15-30 min,yes,textbook,c
18,male,public,diploma,7.1,78.7,yes,>60 min,no,online videos,a
17,female,private,diploma,7.9,97.3,no,>60 min,no,textbook,a
15,other,private,post graduate,4.1,88.1,yes,<15 min,no,mixed,d
16,female,public,graduate,4.0,66.1,no,>60 min,no,online videos,e
14,male,public,no formal,3.0,86.2,yes,>60 min,yes,mixed,e
16,male,private,diploma,6.3,83.6,yes,15-30 min,no,notes,b
19,female,private,phd,5.4,87.6,yes,30-60 min,yes,notes,c
16,other,public,high school,3.2,66.0,yes,>60 min,yes,mixed,d
14,female,public,diploma,4.4,75.5,yes,30-60 min,no,textbook,c
17,other,private,phd,2.0,94.0,yes,<15 min,yes,group study,d
19,other,private,high school,5.7,98.8,yes,30-60 min,yes,notes,b
19,male,public,post graduate,2.4,68.0,yes,<15 min,yes,textbook,f
15,male,private,post graduate,3.1,74.3,yes,15-30 min,no,online videos,d
16,other,private,high school,1.0,66.5,yes,30-60 min,yes,group study,e
17,female,private,phd,2.1,85.9,yes,30-60 min,no,mixed,e
15,other,public,diploma,2.0,51.9,no,30-60 min,yes,group study,f
15,other,private,high school,6.0,97.7,yes,<15 min,yes,mixed,c
15,female,public,high school,5.7,77.5,yes,30-60 min,no,online videos,c
19,male,public,high school,4.5,63.5,yes,<15 min,yes,group study,d
18,other,public,graduate,3.4,51.9,yes,<15 min,yes,coaching,e
19,female,public,high school,7.2,78.0,yes,15-30 min,yes,mixed,c
18,male,private,diploma,7.1,79.3,yes,15-30 min,yes,group study,b
19,female,public,post graduate,5.0,84.8,yes,<15 min,no,textbook,d
14,male,public,phd,5.4,76.3,yes,30-60 min,yes,notes,c
19,male,public,post graduate,6.5,75.8,yes,30-60 min,yes,textbook,b
14,female,public,graduate,5.9,65.2,yes,30-60 min,yes,online videos,d
16,female,private,post graduate,2.2,59.7,yes,15-30 min,no,mixed,f
17,female,public,diploma,4.3,62.6,yes,15-30 min,yes,textbook,d
16,other,public,high school,1.6,68.7,yes,15-30 min,no,group study,f
14,female,public,post graduate,6.6,88.7,no,30-60 min,yes,textbook,c
15,other,public,no formal,5.4,55.9,no,30-60 min,no,online videos,c
18,other,private,phd,7.8,82.2,yes,30-60 min,no,online videos,b
15,other,public,diploma,1.5,51.9,yes,15-30 min,yes,textbook,f
15,male,public,post graduate,4.3,52.2,yes,30-60 min,no,online videos,d
19,other,private,no formal,5.9,63.7,yes,15-30 min,yes,group study,c
14,male,public,diploma,7.0,67.9,yes,30-60 min,yes,notes,c
19,female,public,diploma,6.9,59.5,yes,30-60 min,yes,mixed,c
19,female,public,diploma,2.0,94.3,yes,15-30 min,no,group study,d
17,male,public,graduate,7.9,65.2,no,15-30 min,no,coaching,c
14,male,public,graduate,7.9,73.4,yes,15-30 min,no,group study,b
14,other,public,phd,7.8,99.7,yes,>60 min,yes,coaching,a
15,other,public,post graduate,5.1,62.7,yes,<15 min,no,notes,c
17,male,public,high school,6.7,80.9,yes,>60 min,no,group study,b
14,female,public,phd,1.1,87.3,yes,<15 min,no,mixed,e
16,male,private,diploma,2.4,63.6,yes,30-60 min,no,mixed,e
14,other,public,diploma,1.2,52.9,yes,30-60 min,no,group study,f
17,other,public,no formal,4.3,89.6,yes,30-60 min,yes,online videos,c
14,other,public,post graduate,7.7,64.5,yes,>60 min,yes,textbook,b
18,female,private,phd,5.4,66.1,yes,>60 min,no,mixed,d
14,male,public,high school,4.0,70.7,yes,>60 min,no,online videos,d
15,male,public,phd,6.4,52.0,yes,30-60 min,yes,mixed,d
15,male,private,no formal,4.6,92.6,yes,30-60 min,no,textbook,c
18,other,public,phd,3.9,93.2,yes,30-60 min,yes,group study,c
14,male,public,high school,5.2,93.6,yes,30-60 min,no,textbook,b
16,other,public,diploma,4.3,59.1,no,30-60 min,yes,notes,d
17,other,private,no formal,5.3,98.8,yes,>60 min,no,textbook,c
17,male,private,phd,6.5,83.1,no,15-30 min,no,notes,b
18,other,private,graduate,4.0,79.6,yes,>60 min,yes,group study,d
18,other,private,phd,3.6,86.1,yes,30-60 min,no,coaching,d
16,female,private,diploma,4.7,87.8,yes,>60 min,yes,online videos,c
18,female,public,no formal,7.3,70.8,yes,<15 min,yes,mixed,c
15,male,public,post graduate,3.7,79.2,yes,<15 min,no,group study,e
19,female,public,no formal,6.9,79.3,yes,15-30 min,no,mixed,b
17,other,private,graduate,5.1,50.4,yes,30-60 min,no,online videos,d
18,female,private,no formal,0.6,50.5,yes,>60 min,yes,textbook,f
19,male,private,high school,4.1,73.5,yes,30-60 min,no,online videos,d
18,female,private,graduate,2.1,77.9,yes,<15 min,no,online videos,e
19,other,private,post graduate,1.6,85.4,yes,<15 min,no,mixed,e
17,male,private,no formal,2.3,87.6,yes,30-60 min,no,group study,d
14,other,private,high school,5.8,79.3,yes,15-30 min,yes,notes,d
16,male,private,phd,5.2,64.2,yes,15-30 min,yes,textbook,d
15,male,public,no formal,4.5,81.0,yes,<15 min,yes,textbook,d
19,female,private,high school,4.2,63.0,yes,30-60 min,yes,mixed,d
15,female,private,phd,3.4,90.9,yes,15-30 min,yes,mixed,d
15,other,public,graduate,7.1,71.2,yes,<15 min,no,textbook,c
15,male,private,no formal,7.5,94.7,yes,15-30 min,no,mixed,b
17,male,public,phd,6.2,56.4,yes,<15 min,no,notes,c
17,female,public,diploma,2.7,85.3,yes,<15 min,no,coaching,e
19,other,private,post graduate,7.4,71.5,yes,30-60 min,yes,textbook,a
16,other,public,graduate,6.6,56.4,yes,15-30 min,yes,online videos,c
15,female,public,diploma,1.4,78.0,yes,<15 min,yes,mixed,e
14,other,private,diploma,3.1,60.6,yes,<15 min,yes,coaching,e
14,other,public,graduate,3.0,64.6,no,<15 min,no,notes,d
16,other,public,diploma,6.0,72.8,yes,>60 min,no,mixed,c
19,other,private,high school,4.4,68.2,yes,15-30 min,no,online videos,d
17,female,private,post graduate,2.5,69.4,yes,<15 min,no,textbook,e
19,other,public,post graduate,2.2,69.9,yes,15-30 min,no,group study,e
14,male,public,graduate,3.9,50.8,no,30-60 min,yes,online videos,d
14,female,private,post graduate,5.5,68.4,no,<15 min,no,coaching,c
19,other,private,graduate,4.3,69.7,yes,15-30 min,no,notes,d
14,male,private,phd,2.5,79.6,no,15-30 min,no,online videos,d
14,female,public,phd,5.1,74.0,yes,15-30 min,yes,textbook,c
16,other,private,phd,8.0,58.6,yes,>60 min,yes,mixed,b
19,male,private,no formal,1.8,79.4,yes,15-30 min,yes,notes,e
18,other,public,no formal,4.5,51.8,yes,<15 min,yes,mixed,d
14,female,private,diploma,3.3,66.7,yes,>60 min,no,group study,d
19,other,public,post graduate,2.1,81.0,yes,>60 min,no,group study,f
19,female,private,high school,7.1,81.2,yes,30-60 min,no,textbook,a
18,male,private,no formal,7.7,59.0,no,>60 min,no,online videos,b
19,other,public,no formal,3.1,67.0,yes,<15 min,yes,group study,e
15,male,private,graduate,3.1,72.9,no,30-60 min,no,group study,e
19,male,public,phd,1.2,70.6,yes,>60 min,yes,group study,e
15,other,private,diploma,5.1,84.3,yes,<15 min,yes,group study,d
18,other,public,post graduate,0.7,87.0,no,30-60 min,yes,textbook,e
17,male,private,no formal,4.2,52.0,yes,<15 min,no,online videos,e
18,female,public,high school,1.6,87.3,yes,<15 min,no,notes,e
17,male,public,post graduate,5.5,93.9,yes,30-60 min,yes,group study,c
17,male,private,diploma,7.5,95.7,yes,15-30 min,yes,mixed,a
17,other,public,no formal,1.2,52.8,no,15-30 min,yes,coaching,f
18,male,public,high school,6.3,94.2,yes,<15 min,yes,mixed,c
18,female,private,post graduate,6.7,58.2,yes,15-30 min,no,coaching,d
14,other,public,post graduate,1.8,66.9,yes,30-60 min,no,mixed,e
18,other,private,post graduate,7.4,69.1,yes,15-30 min,yes,coaching,a
17,female,private,diploma,5.2,64.9,yes,15-30 min,no,notes,c
15,other,private,phd,4.5,64.7,no,>60 min,no,textbook,d
17,female,public,phd,5.5,58.5,no,<15 min,yes,notes,d
19,male,public,diploma,2.7,83.0,yes,15-30 min,no,notes,e
19,male,public,high school,0.7,79.0,no,30-60 min,no,notes,f
19,other,private,phd,3.8,80.7,yes,30-60 min,yes,notes,e
16,other,private,diploma,6.1,76.1,yes,<15 min,no,mixed,c
18,female,private,diploma,7.4,61.0,yes,30-60 min,no,notes,c
16,other,public,phd,3.7,79.3,yes,>60 min,no,mixed,c
18,other,public,high school,2.5,82.7,no,30-60 min,no,group study,d
17,female,private,phd,1.5,52.6,yes,>60 min,no,notes,f
15,male,private,no formal,7.5,99.4,yes,30-60 min,no,online videos,a
15,other,private,high school,2.2,79.0,yes,<15 min,yes,notes,e
14,other,public,diploma,7.3,81.9,yes,30-60 min,yes,group study,c
14,male,public,diploma,1.9,78.5,yes,15-30 min,yes,group study,f
16,other,public,high school,0.6,84.5,yes,15-30 min,no,notes,e
16,male,private,phd,2.2,82.8,yes,<15 min,yes,group study,e
14,other,private,graduate,4.2,90.0,yes,>60 min,yes,notes,c
16,female,private,post graduate,3.1,58.1,no,15-30 min,yes,notes,e
17,other,private,post graduate,7.3,58.2,yes,>60 min,yes,textbook,c
15,other,public,graduate,4.6,61.0,yes,>60 min,no,notes,c
16,female,public,graduate,1.4,98.2,yes,15-30 min,yes,coaching,e
16,male,private,graduate,5.2,67.9,yes,<15 min,yes,coaching,c
17,other,public,post graduate,3.4,65.8,yes,30-60 min,yes,mixed,e
16,female,public,phd,5.6,61.5,yes,<15 min,no,textbook,d
18,female,private,high school,6.4,74.1,no,30-60 min,yes,online videos,c
15,male,private,graduate,7.9,95.3,yes,30-60 min,no,online videos,a
16,male,public,high school,4.8,83.7,yes,30-60 min,yes,group study,d
16,female,private,high school,3.3,59.4,yes,30-60 min,yes,group study,e
15,female,public,phd,3.8,91.9,no,<15 min,yes,group study,c
18,female,public,diploma,3.5,97.3,yes,<15 min,yes,online videos,d
15,female,private,post graduate,3.9,85.7,yes,30-60 min,yes,textbook,d
15,other,public,post graduate,0.7,79.7,no,<15 min,no,textbook,e
18,other,public,no formal,2.4,83.6,yes,15-30 min,no,coaching,d
19,female,public,diploma,7.9,86.8,yes,<15 min,yes,group study,a
18,other,private,high school,7.5,93.0,yes,15-30 min,no,mixed,b
19,female,private,high school,0.9,82.9,yes,<15 min,yes,notes,f
19,female,public,high school,7.8,76.6,yes,15-30 min,yes,coaching,b
16,female,private,graduate,6.4,59.1,yes,15-30 min,yes,mixed,c
18,other,public,no formal,0.5,68.7,yes,<15 min,no,mixed,f
15,male,public,diploma,7.4,54.2,yes,<15 min,no,notes,c
16,female,public,high school,7.7,86.4,yes,>60 min,yes,coaching,a
17,male,public,phd,5.2,99.6,yes,15-30 min,no,mixed,b
19,female,private,post graduate,6.4,54.8,yes,15-30 min,yes,online videos,d
19,other,private,diploma,3.0,72.0,yes,>60 min,yes,textbook,d
16,female,private,high school,4.8,85.0,yes,<15 min,no,online videos,c
17,male,public,post graduate,6.0,51.5,yes,<15 min,no,online videos,c
15,other,private,graduate,4.7,72.0,yes,15-30 min,yes,textbook,c
18,other,public,graduate,2.8,89.7,yes,>60 min,yes,group study,d
17,female,private,no formal,5.4,64.7,yes,>60 min,no,group study,c
17,male,public,no formal,6.8,83.0,yes,15-30 min,yes,coaching,c
18,female,public,graduate,6.8,80.4,yes,15-30 min,yes,notes,b
17,other,private,diploma,1.5,85.0,no,15-30 min,no,online videos,e
14,female,private,post graduate,3.8,62.0,yes,30-60 min,no,coaching,d
15,male,public,no formal,0.8,58.4,no,>60 min,no,notes,f
15,male,public,high school,5.2,50.8,yes,<15 min,no,group study,e
18,other,private,post graduate,2.3,74.0,yes,30-60 min,no,coaching,e
14,female,public,phd,7.5,59.3,yes,>60 min,yes,textbook,c
15,other,private,post graduate,5.1,82.6,yes,<15 min,no,coaching,c
17,female,public,no formal,3.5,77.5,yes,30-60 min,no,mixed,e
18,male,public,no formal,6.0,91.7,yes,>60 min,no,coaching,b
17,female,public,phd,2.1,90.1,yes,15-30 min,yes,online videos,d
19,other,private,diploma,1.2,68.1,no,30-60 min,no,group study,f
19,female,public,diploma,1.2,64.8,no,>60 min,yes,textbook,f
14,female,public,phd,4.9,54.1,yes,>60 min,yes,group study,d
19,female,private,high school,7.2,87.8,yes,30-60 min,yes,group study,c
17,female,public,high school,2.2,74.8,yes,<15 min,no,group study,f
17,male,public,post graduate,6.2,66.8,yes,<15 min,yes,online videos,c
14,male,private,phd,0.8,85.2,yes,15-30 min,no,notes,f
17,male,private,diploma,3.2,63.7,no,30-60 min,yes,group study,e
18,other,public,no formal,5.4,73.9,yes,>60 min,no,mixed,c
17,female,public,no formal,6.7,71.8,yes,30-60 min,yes,mixed,b
14,other,private,no formal,7.6,63.5,yes,15-30 min,yes,online videos,b
17,male,private,diploma,5.2,89.5,yes,>60 min,no,notes,c
19,male,private,graduate,4.0,85.4,yes,30-60 min,no,group study,d
18,other,public,diploma,1.0,76.0,yes,30-60 min,yes,online videos,f
14,other,public,high school,2.6,84.6,yes,30-60 min,yes,online videos,d
19,female,public,post graduate,7.4,54.5,yes,>60 min,no,online videos,c
19,male,private,phd,4.9,71.5,yes,30-60 min,yes,mixed,d
15,other,private,high school,3.1,80.0,yes,15-30 min,yes,coaching,d
18,male,private,post graduate,2.4,69.7,yes,>60 min,no,online videos,e
16,female,private,graduate,1.4,85.7,yes,<15 min,yes,mixed,e
17,female,public,post graduate,6.1,76.1,yes,<15 min,yes,mixed,c
16,other,private,no formal,3.6,69.1,yes,<15 min,yes,online videos,d
18,male,private,post graduate,7.5,70.8,yes,>60 min,yes,mixed,b
19,male,private,post graduate,3.9,85.8,yes,>60 min,no,mixed,d
18,male,private,post graduate,6.6,53.3,yes,<15 min,yes,group study,d
19,male,public,phd,1.5,91.9,no,<15 min,yes,group study,e
19,female,public,post graduate,1.6,52.9,no,15-30 min,yes,textbook,f
14,other,public,phd,2.5,56.6,yes,>60 min,yes,coaching,e
15,male,public,post graduate,1.9,90.5,yes,>60 min,yes,textbook,e
18,female,public,diploma,7.8,68.7,yes,30-60 min,no,textbook,b
17,male,public,phd,6.6,73.0,yes,30-60 min,yes,group study,c
14,male,private,post graduate,3.1,68.6,no,15-30 min,no,coaching,d
14,other,public,graduate,4.4,54.7,no,15-30 min,yes,mixed,e
17,male,public,graduate,4.5,80.4,yes,>60 min,no,coaching,d
